n_int_features,n_float_features,n_string_features,n_datetime_features,n_categorical_features,n_noncateg_features,is_datetime_consistent,n_ordered_features,is_file_structured,is_file_semi_structured,is_file_unstructured,has_duplicated_rows,has_null_rows,has_null_feature_values,n_features,n_rows,n_rows_times_features,avg_ratio_duplication_noncateg_features,avg_ratio_duplication_categ_features,ratio_features_at_least_one_null,avg_ratio_null_values_features,avg_variance_numerical_features,avg_skewness_numerical_features,avg_kurtosis_numerical_features,avg_median_dev_numerical_features,avg_n_outliers_numerical_features,avg_unalikeability_categ_features,avg_margin_error_numerical_features,avg_gini_impurity_categ_features,time_diff_current_and_last_update,num_pii_entities,profiler_sample_size,ref_no_slash
0,2,0,1,14,0,1,1,1,0,0,0,0,1,14,14,196,0.0,0.004358637544083837,0.004754,12.127551020408163,275.9587348285702,0.18553240471616705,11.138803028660611,5.803458357271296,1.0,0.6760424990883837,0.05335901350999481,0.6760411463230647,0,10.485999999999999,500000,imdevskp_corona-virus-report
0,1,0,0,5,11,1,4,1,0,0,0,0,1,16,16,256,0.8892261264717516,0.6122909698996655,0.9856459330143541,3.19921875,30446.2142681346,3.1148718302566425,12.046978641450668,25.026615999999976,0.0,0.9156250951867488,0.1858,0.7306753012177344,0,19.69534561408852,209,imdevskp_corona-virus-report
0,7,0,0,19,4,1,0,1,0,0,0,0,0,23,23,529,0.6956156808531648,0.03916575283374824,0.0,0.0,23604300.526919663,1.1201946653085486,4.472983647444276,751.2335949190305,1.0,0.7836638613637695,0.02174612857142857,0.7835864777495264,0,30.015,10127,sakshigoyal7_credit-card-customers
0,0,0,0,24,5,1,2,1,0,0,0,0,1,29,29,841,0.5564624161939145,0.01856398809523809,0.010714285714285714,0.028537455410225922,0.0,0.0,0.0,0.0,0.0,0.5529597576245774,0.0,0.5527129005899235,0,31.377999999999997,2240,imakash3011_customer-personality-analysis
0,11,0,0,11,1,1,0,1,0,0,1,0,0,12,12,144,0.27267041901188244,0.058161350844277676,0.0,0.0,108.82253839356044,1.6815346984882746,8.279087779260541,2.507379082968723,1.0,0.9445627888803809,0.1148003608177648,0.9439720679367422,0,1.104,1599,uciml_red-wine-quality-cortez-et-al-2009
0,11,0,1,37,10,1,2,1,0,0,0,0,1,47,47,2209,0.6805733640315454,0.00895980012218371,0.669194,271.4902670891806,142.1113281883994,10.241603672109175,1231.7284579093996,6.1986044988694315,0.45454545454545453,0.4697292224597848,0.04591064656383643,0.46972817447961657,0,67.63299999999998,500000,sobhanmoosavi_us-accidents
0,0,0,0,10,3,1,2,1,0,0,0,0,1,13,13,169,0.7170833333333334,0.08422282608695651,0.4825,2.2840236686390534,0.0,0.0,0.0,0.0,0.0,0.8617556666520123,0.0,0.8605731675622534,0,0.37375,800,abcsds_pokemon
0,2,0,0,18,3,1,0,1,0,0,0,0,1,21,21,441,0.7178860680889176,0.0009307902251250255,0.001561834445548772,0.024943310657596373,2569213.4968491965,0.37047994730491085,-0.7448530992623742,623.7338339912277,0.5,0.5612103619020233,0.0323695,0.5611306784770762,0,0.042,7043,blastchar_telco-customer-churn
0,0,0,1,7,1,1,1,1,0,0,1,0,0,8,8,64,0.3262046429964885,0.017797920963157018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7311176248854219,0.0,0.7310997962270049,0,1.736,41008,martj42_international-football-results-from-1872-to-2017
0,0,0,1,8,1,1,1,1,0,0,0,0,0,9,9,81,0.3505893488990557,0.008693741407676186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8326668973622929,0.0,0.832648131346263,0,0.34199999999999997,44371,martj42_international-football-results-from-1872-to-2017
0,0,0,1,0,4,1,1,1,0,0,0,0,0,4,4,16,0.4469835466179159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.16087751371115175,547,martj42_international-football-results-from-1872-to-2017
0,9,0,1,103,32,1,1,1,0,0,0,0,1,135,135,18225,0.4742763201831676,0.012345378086428715,1.0,760.1632921810698,1.4509855842074088e14,-3.2797911855351902,26681.199698899127,24.972192844075252,0.0,0.6018049210438854,0.06250340933888889,0.6013290745161894,0,521.3810368981591,181691,START-UMD_gtd
0,7,0,1,6,9,1,1,1,0,0,0,0,0,15,15,225,0.5582742316784869,0.05230496453900709,0.0,0.0,6.1461145036798035,3.294414188924273,23.950926379538714,0.9993398547405133,1.0,0.6333714756153748,0.5447982215733492,0.6326976761732308,0,22.914893617021274,940,arashnic_fitbit
0,0,0,1,2,1,1,1,1,0,0,0,0,0,3,3,9,0.7808510638297872,0.03404255319148936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969031110506877,0.0,0.9680002263467631,0,2.1702127659574466,940,arashnic_fitbit
0,4,0,1,5,5,1,1,1,0,0,0,0,0,10,10,100,0.40829787234042547,0.05872340425531915,0.0,0.0,3.000557187972841,3.6290746439754265,30.07891197237712,0.46997596446769496,1.0,0.7466793555842568,0.6368591766633872,0.7458850158442736,0,10.925531914893618,940,arashnic_fitbit
